nfi_plot,loc_id,meas_date,meas_num,plot_type,nom_plot_size,meas_plot_size,plot_split,species_smtnum,bindex_stshannon,bindex_steven,bindex_stmargalef,plotbio_smt_stemwood_live,plotbio_smt_stembark_live,plotbio_smt_branches_live,plotbio_smt_foliage_live,plotbio_smt_stemwood_dead,plotbio_smt_stembark_dead,plotbio_smt_branches_dead
1032316,0,2004-JUL-17,0,STC,-1.0000,0.0050,F,2,0.68,0.99,0.38,4.59,1.42,1.64,0.75,3.63,1.12,1.40
1032316,0,2015-AUG-23,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.59,0.15,0.05,0.09,3.63,0.86,0.21
1032381,0,2003-AUG-19,0,STC,-1.0000,0.0050,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1032381,0,2015-AUG-17,1,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1033091,1,2014-AUG-30,0,STC,0.0050,0.0050,N,2,0.49,0.70,0.33,3.79,0.64,0.83,2.17,0.00,0.00,0.00
1033171,0,2006-JUL-06,0,STC,0.0040,0.0040,F,5,1.14,0.71,0.95,7.58,1.85,5.18,6.26,0.07,0.00,0.05
1033171,1,2017-JUN-17,0,STC,0.0050,0.0050,N,6,1.35,0.75,1.31,1.40,0.12,0.79,0.53,0.01,0.00,0.00
1033286,0,2004-SEP-21,0,STC,-1.0000,0.0050,F,3,0.54,0.49,0.78,6.20,1.94,1.70,1.94,0.00,0.00,0.00
1033286,0,2011-NOV-14,1,STC,0.0050,0.0050,N,3,0.83,0.76,0.72,7.96,2.25,1.68,1.92,0.00,0.00,0.00
1039166,0,2004-JUL-15,0,STC,-1.0000,0.0050,F,5,1.31,0.82,1.09,4.21,1.20,1.74,1.17,1.68,0.49,0.76
1039166,0,2016-AUG-21,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.03,0.01,0.00,0.07,5.61,1.16,0.62
1039171,0,2003-AUG-30,0,STC,-1.0000,0.0050,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1039171,0,2014-JAN-09,1,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1039181,0,2003-AUG-25,0,STC,-1.0000,0.0050,F,3,0.66,0.60,0.76,3.27,0.99,0.74,0.79,1.14,0.00,0.00
1039181,0,2016-AUG-22,1,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,2.06,0.56,0.53
1039211,0,2003-AUG-26,0,STC,-1.0000,0.0050,F,2,0.56,0.81,0.72,0.09,0.04,0.02,0.03,0.02,0.01,0.00
1039211,0,2009-JUL-26,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.59,0.16,0.05,0.23,0.00,0.00,0.00
1040006,1,2014-AUG-28,0,STC,0.0050,0.0050,N,7,1.61,0.83,1.64,8.41,1.36,3.16,5.48,0.16,0.00,0.08
1046006,0,2004-JUL-10,0,STC,-1.0000,0.0050,F,3,0.18,0.16,0.35,8.53,3.65,3.86,4.14,1.31,0.24,0.10
1046006,0,2017-AUG-13,1,STC,0.0050,0.0050,N,1,0.00,,0.00,29.34,6.53,2.00,5.52,2.10,0.74,0.28
1046031,0,2004-JUL-13,0,STC,-1.0000,0.0050,F,1,0.00,,0.00,5.49,1.20,0.78,1.76,0.00,0.00,0.00
1046031,0,2017-AUG-15,1,STC,0.0050,0.0050,N,1,0.00,,0.00,4.99,1.05,0.64,1.37,0.00,0.00,0.00
1046046,0,2004-JUL-15,0,STC,-1.0000,0.0050,F,3,0.34,0.31,0.52,11.12,2.44,1.38,3.38,0.02,0.01,0.00
1046046,0,2009-JUL-28,1,STC,0.0050,0.0050,N,3,0.30,0.28,0.54,8.07,1.92,1.18,2.85,0.61,0.14,0.09
1046051,0,2003-AUG-31,0,STC,-1.0000,0.0050,F,2,0.12,0.17,0.23,11.93,2.94,1.67,4.61,0.08,0.02,0.01
1046051,0,2016-AUG-22,1,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,13.37,3.09,1.62
1046086,0,2003-AUG-16,0,STC,-1.0000,0.0050,F,2,0.55,0.79,0.33,1.55,0.42,0.30,0.69,0.00,0.00,0.00
1046086,0,2015-AUG-22,1,STC,0.0050,0.0050,N,2,0.45,0.64,0.21,30.37,6.88,3.73,8.56,1.66,0.48,0.31
1046876,1,2014-JUL-30,0,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,4.52,0.74,0.51
1046886,1,2014-AUG-29,0,STC,0.0050,0.0050,N,2,0.35,0.50,0.46,0.51,0.12,0.20,0.74,0.01,0.00,0.00
1046901,1,2014-JUN-30,0,STC,0.0050,0.0050,N,1,0.00,,0.00,13.06,2.63,6.23,14.36,0.00,0.00,0.00
1052881,0,2004-JUL-12,0,STC,-1.0000,0.0050,F,1,0.00,,0.00,0.02,0.01,0.03,0.00,0.86,0.33,0.88
1052881,0,2017-AUG-14,1,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1052886,0,2004-JUL-11,0,STC,-1.0000,0.0050,F,1,0.00,,0.00,4.24,1.08,0.75,2.24,0.02,0.01,0.00
1052886,0,2017-AUG-14,1,STC,0.0050,0.0050,N,1,0.00,,0.00,8.54,2.06,1.39,3.76,0.23,0.06,0.04
1052971,0,2004-JUL-22,0,STC,-1.0000,0.0050,F,3,0.85,0.77,0.50,17.91,3.75,6.80,4.05,2.97,0.62,0.22
1052971,0,2015-AUG-15,1,STC,0.0050,0.0050,N,3,0.86,0.78,0.49,23.80,3.99,1.42,3.83,4.55,0.94,0.34
1052991,0,2003-AUG-20,0,STC,-1.0000,0.0050,F,3,1.00,0.91,0.83,1.49,0.43,0.27,0.50,1.06,0.28,0.35
1052991,0,2009-JUL-26,1,STC,0.0050,0.0050,N,3,0.69,0.63,0.78,2.10,0.56,0.33,0.58,0.00,0.00,0.00
1053006,0,2003-AUG-16,0,STC,-1.0000,0.0050,F,1,0.00,,0.00,3.91,1.20,2.76,4.73,0.50,0.15,0.30
1053006,0,2015-AUG-18,1,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,4.19,1.12,1.47
1053031,0,2003-AUG-22,0,STC,-1.0000,0.0050,F,0,,,,0.00,0.00,0.00,0.00,1.27,0.34,0.28
1053031,0,2009-JUL-24,1,STC,0.0050,0.0050,N,1,0.00,,0.00,1.30,0.28,0.11,0.24,0.45,0.12,0.07
1053651,1,2013-OCT-02,0,STC,0.0050,0.0050,N,1,0.00,,0.00,3.68,0.71,1.29,3.22,0.13,0.03,0.05
1053696,0,2006-AUG-04,0,STC,0.0040,0.0040,F,2,0.66,0.95,0.27,9.87,1.87,2.96,6.50,1.07,0.20,0.27
1053696,0,2013-OCT-19,1,STC,0.0050,0.0050,N,3,0.72,0.66,0.48,12.54,2.42,3.67,7.87,0.04,0.01,0.03
1053721,1,2014-JUL-29,0,STC,0.0050,0.0050,N,2,0.41,0.59,0.51,2.41,0.39,0.65,1.59,0.00,0.00,0.00
1053736,1,2014-AUG-31,0,STC,0.0050,0.0050,N,4,0.97,0.70,0.92,4.98,0.80,1.41,2.48,0.00,0.00,0.00
1053786,0,2006-AUG-30,0,STC,0.0040,0.0040,F,2,0.67,0.96,0.35,5.33,0.99,2.15,5.51,0.05,0.01,0.01
1053786,0,2014-AUG-03,1,STC,0.0050,0.0050,N,2,0.68,0.97,0.29,4.27,0.80,1.53,3.99,1.89,0.37,1.10
1053816,0,2006-JUL-06,0,STC,0.0040,0.0040,F,7,1.36,0.70,1.31,9.77,3.29,3.28,2.40,0.18,0.08,0.05
1053816,1,2017-JUN-18,0,STC,0.0050,0.0050,N,6,1.58,0.88,1.52,3.70,1.03,1.14,0.73,0.02,0.01,0.02
1059821,0,2003-AUG-17,0,STC,-1.0000,0.0050,F,1,0.00,,0.00,3.27,1.29,0.12,1.11,0.03,0.02,0.00
1059821,0,2015-AUG-23,1,STC,0.0050,0.0050,N,1,0.00,,0.00,3.65,1.27,0.15,1.03,0.03,0.01,0.00
1059831,0,2003-AUG-17,0,STC,-1.0000,0.0050,F,2,0.30,0.44,0.42,2.37,0.53,0.39,0.87,0.00,0.00,0.00
1059831,0,2015-AUG-22,1,STC,0.0050,0.0050,N,2,0.27,0.39,0.39,2.39,0.54,0.30,0.78,0.00,0.00,0.00
1059836,0,2004-JUL-17,0,STC,-1.0000,0.0050,F,1,0.00,,0.00,7.13,1.63,1.07,2.59,0.00,0.00,0.00
1059836,0,2015-AUG-21,1,STC,0.0050,0.0050,N,1,0.00,,0.00,10.81,2.31,1.30,3.07,0.00,0.00,0.00
1059906,0,2003-AUG-22,0,STC,-1.0000,0.0050,F,3,0.70,0.64,0.72,5.23,1.56,2.27,1.49,0.11,0.04,0.01
1059906,0,2015-AUG-17,1,STC,0.0050,0.0050,N,2,0.50,0.72,0.43,5.89,1.42,1.27,1.66,0.59,0.23,0.14
1060536,1,2013-OCT-05,0,STC,0.0050,0.0050,N,3,0.88,0.80,0.66,2.59,0.52,1.04,3.13,0.00,0.00,0.00
1060556,1,2013-AUG-09,0,STC,0.0050,0.0050,N,2,0.05,0.07,0.21,14.37,0.31,5.78,3.82,0.53,0.00,0.21
1066646,0,2004-JUL-08,0,STC,-1.0000,0.0050,F,3,0.58,0.53,0.71,8.97,2.79,3.36,1.13,1.20,0.35,0.36
1066646,0,2017-AUG-09,1,STC,0.0050,0.0050,N,1,0.00,,0.00,1.31,0.30,0.14,0.26,0.00,0.00,0.00
1066676,0,2004-JUL-21,0,STC,-1.0000,0.0050,F,1,0.00,,0.00,5.39,1.27,0.80,2.19,0.03,0.01,0.00
1066676,0,2017-AUG-16,1,STC,0.0050,0.0050,N,1,0.00,,0.00,7.29,1.68,1.02,2.68,0.06,0.02,0.01
1066691,0,2004-JUL-20,0,STC,-1.0000,0.0050,F,1,0.00,,0.00,0.85,0.21,0.16,0.44,0.00,0.00,0.00
1066691,0,2017-AUG-16,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.57,0.13,0.07,0.17,0.00,0.00,0.00
1066696,0,2004-JUL-20,0,STC,-1.0000,0.0050,F,0,,,,0.00,0.00,0.00,0.00,0.24,0.07,0.04
1066696,0,2017-AUG-15,1,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,0.01,0.00,0.00
1066766,0,2003-AUG-21,0,STC,-1.0000,0.0050,F,1,0.00,,0.00,4.42,1.12,0.84,2.43,0.00,0.00,0.00
1066766,0,2015-AUG-18,1,STC,0.0050,0.0050,N,1,0.00,,0.00,5.94,1.45,1.01,2.84,0.01,0.00,0.00
1066771,0,2003-AUG-21,0,STC,-1.0000,0.0050,F,2,0.19,0.27,0.24,2.33,0.88,1.17,1.03,0.14,0.06,0.04
1066771,0,2015-AUG-16,1,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,14.37,3.38,1.34
1067431,0,2006-AUG-05,0,STC,0.0040,0.0040,F,2,0.68,0.98,0.35,3.28,0.69,1.31,2.65,0.97,0.22,0.33
1067431,0,2013-OCT-04,1,STC,0.0050,0.0050,N,2,0.69,1.00,0.31,6.93,1.30,1.92,3.68,0.13,0.03,0.09
1067496,1,2014-JUL-31,0,STC,0.0050,0.0050,N,2,0.68,0.98,0.30,0.02,0.01,0.09,0.03,0.03,0.01,0.05
1067561,0,2006-JUL-05,0,STC,0.0040,0.0040,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1067561,0,2015-JUN-15,1,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1073521,0,2004-JUL-12,0,STC,-1.0000,0.0050,F,2,0.56,0.81,0.48,1.59,0.32,0.97,0.81,0.00,0.00,0.00
1073521,0,2017-AUG-13,1,STC,0.0050,0.0050,N,3,1.01,0.92,1.12,2.04,0.43,0.63,0.53,0.00,0.00,0.00
1073561,0,2003-SEP-01,0,STC,-1.0000,0.0050,F,2,0.64,0.92,0.56,2.47,0.57,0.43,0.94,0.00,0.00,0.00
1073561,0,2016-AUG-21,1,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,0.33,0.08,0.05
1073566,0,2004-JUL-20,0,STC,-1.0000,0.0050,F,2,0.61,0.88,0.43,3.27,0.83,0.29,0.93,0.30,0.02,0.00
1073566,0,2009-JUL-29,1,STC,0.0050,0.0050,N,2,0.59,0.85,0.42,4.18,1.04,0.42,1.19,0.07,0.03,0.00
1074326,1,2014-OCT-09,0,STC,0.0050,0.0050,N,6,1.06,0.59,0.99,9.96,1.77,3.94,9.70,0.81,0.13,0.30
1074411,0,2006-AUG-31,0,STC,0.0040,0.0040,F,4,1.21,0.87,0.93,4.48,0.74,1.39,3.37,1.55,0.30,0.42
1074411,1,2015-JUN-17,0,STC,0.0050,0.0050,N,3,0.97,0.89,0.63,7.00,1.23,1.22,2.66,4.67,0.79,0.66
1074436,1,2017-MAY-24,0,STC,0.0050,0.0050,N,1,0.00,,0.00,1.69,0.27,0.13,0.29,6.23,1.05,0.94
1080421,0,2004-JUL-09,0,STC,-1.0000,0.0050,F,2,0.60,0.86,0.33,6.01,1.54,0.83,2.11,0.00,0.00,0.00
1080421,0,2017-AUG-11,1,STC,0.0050,0.0050,N,2,0.52,0.75,0.38,5.66,1.35,0.70,1.72,0.24,0.07,0.02
1080431,0,2004-JUL-21,0,STC,-1.0000,0.0050,F,3,0.96,0.87,0.76,6.15,1.93,2.47,0.84,0.00,0.00,0.00
1080431,0,2017-AUG-11,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.22,0.06,0.04,0.12,1.99,0.49,0.19
1080471,0,2003-AUG-18,0,STC,-1.0000,0.0050,F,1,0.00,,0.00,6.14,1.75,1.09,4.38,0.00,0.00,0.00
1080471,0,2009-JUL-25,1,STC,0.0050,0.0050,N,1,0.00,,0.00,7.96,2.12,1.22,4.44,0.00,0.00,0.00
1080481,0,2003-AUG-20,0,STC,-1.0000,0.0050,F,1,0.00,,0.00,13.02,2.97,2.06,4.83,6.33,1.45,1.00
1080481,0,2009-JUL-25,1,STC,0.0050,0.0050,N,1,0.00,,0.00,20.57,4.61,2.99,7.12,0.00,0.00,0.00
1081176,0,2006-AUG-08,0,STC,0.0040,0.0040,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1081176,0,2013-OCT-01,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.02,0.01,0.01,0.04,0.00,0.00,0.00
1081221,1,2013-JUN-27,0,STC,0.0050,0.0050,N,8,1.64,0.79,1.58,4.39,0.89,1.69,3.20,0.00,0.00,0.00
1081246,1,2014-JUL-02,0,STC,0.0050,0.0050,N,7,1.78,0.91,1.43,29.96,5.89,5.83,5.32,5.20,1.26,1.85
1081266,1,2014-AUG-01,0,STC,0.0050,0.0050,N,3,0.78,0.71,0.49,12.80,2.08,6.50,4.58,1.90,0.17,0.73
1081281,1,2014-JUL-06,0,STC,0.0050,0.0050,N,4,0.46,0.33,0.75,6.38,1.24,2.50,2.11,0.16,0.04,0.07
1081316,0,2006-JUL-03,0,STC,0.0040,0.0040,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1087286,0,2004-JUL-11,0,STC,-1.0000,0.0050,F,2,0.50,0.72,0.62,1.10,0.30,0.38,0.26,0.09,0.03,0.01
1087286,0,2018-AUG-15,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.04,0.01,0.00,0.03,0.00,0.00,0.00
1087331,0,2004-JUL-21,0,STC,-1.0000,0.0050,F,1,0.00,,0.00,2.06,0.46,0.32,0.70,11.21,2.45,1.47
1087331,0,2017-AUG-10,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.59,0.13,0.08,0.18,6.77,1.45,1.02
1087351,0,2003-AUG-18,0,STC,-1.0000,0.0050,F,2,0.14,0.20,0.29,4.05,1.00,0.76,2.03,0.02,0.01,0.00
1087351,0,2015-AUG-19,1,STC,0.0050,0.0050,N,2,0.11,0.16,0.27,4.79,1.21,0.91,2.35,0.04,0.01,0.01
1087371,0,2003-AUG-15,0,STC,-1.0000,0.0050,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1087371,0,2015-AUG-21,1,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1087376,0,2003-AUG-15,0,STC,-1.0000,0.0050,F,1,0.00,,0.00,0.65,0.17,0.14,0.14,0.00,0.00,0.00
1087376,0,2015-AUG-19,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.84,0.20,0.10,0.17,0.00,0.00,0.00
1088041,1,2013-OCT-03,0,STC,0.0050,0.0050,N,3,0.91,0.83,0.55,0.46,0.12,0.23,0.83,1.43,0.27,0.54
1088126,0,2006-SEP-13,0,STC,0.0040,0.0040,F,3,0.85,0.77,0.91,1.73,0.29,0.48,1.18,0.79,0.14,0.19
1088126,0,2014-JUL-03,1,STC,0.0050,0.0050,N,2,0.43,0.62,0.39,5.55,0.89,0.94,2.03,0.76,0.13,0.13
1094196,0,2009-JUL-29,0,STC,0.0050,0.0050,N,1,0.00,,0.00,7.46,1.71,1.05,2.66,0.74,0.17,0.11
1094946,1,2013-AUG-08,0,STC,0.0050,0.0050,N,5,1.20,0.74,1.24,18.98,3.12,3.00,4.91,0.13,0.02,0.02
1095011,0,2006-AUG-26,0,STC,0.0040,0.0040,F,2,0.64,0.92,0.46,10.17,1.53,2.11,3.10,3.12,0.42,0.52
1095011,0,2014-AUG-02,1,STC,0.0050,0.0050,N,3,1.01,0.92,0.78,8.50,1.17,1.37,1.96,5.15,0.67,0.77
1095026,1,2014-JUL-05,0,STC,0.0050,0.0050,N,5,1.18,0.74,1.21,10.23,1.74,1.77,3.55,0.32,0.05,0.07
1095046,0,2006-JUL-25,0,STC,0.0040,0.0040,F,9,1.83,0.83,1.94,21.95,4.38,5.63,11.02,0.25,0.09,0.14
1095046,1,2014-JUN-22,0,STC,0.0050,0.0050,N,1,0.00,,0.00,1.64,0.25,0.32,1.22,0.10,0.01,0.02
1095066,0,2006-JUL-04,0,STC,0.0040,0.0040,F,4,0.27,0.19,0.67,0.80,0.14,0.20,0.50,0.00,0.00,0.00
1095066,1,2014-JUL-21,0,STC,0.0050,0.0050,N,4,0.47,0.34,0.73,3.02,0.54,0.88,0.66,0.02,0.01,0.01
1095096,0,2006-JUL-26,0,STC,0.0040,0.0040,F,1,0.00,,0.00,3.29,1.03,1.05,1.44,0.04,0.02,0.02
1095096,1,2017-JUN-04,0,STC,0.0050,0.0050,N,7,0.88,0.45,1.19,35.93,8.38,11.33,13.57,0.97,0.33,0.42
1095101,0,2006-JUL-28,0,STC,0.0040,0.0040,F,6,1.34,0.75,1.64,4.64,1.41,1.61,1.80,0.00,0.00,0.00
1095101,1,2017-MAY-31,0,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1100891,0,2003-JUN-30,0,STC,-1.0000,0.0100,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1100951,0,2005-JUL-13,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,2.67,0.86,0.79,0.39,0.00,0.00,0.00
1100981,0,2003-JUL-21,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,0.26,0.05,0.09,0.10,0.00,0.00,0.00
1100996,0,2003-JUL-19,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,1.51,0.30,0.50,1.19,0.00,0.00,0.00
1101001,0,2005-JUL-11,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,0.88,0.20,0.83,2.32,0.00,0.00,0.00
1101011,0,2003-JUL-18,0,STC,-1.0000,0.0100,F,2,0.35,0.51,0.24,3.38,0.72,2.31,3.58,0.59,0.12,0.25
1101036,0,2004-AUG-16,0,STC,-1.0000,0.0100,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1101051,0,2002-AUG-23,0,STC,-1.0000,0.0100,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1101411,0,2004-JUL-25,0,STC,0.0050,0.0050,F,3,0.29,0.26,0.59,0.40,0.16,0.50,0.09,6.57,1.15,1.14
1101411,0,2016-AUG-30,1,STC,0.0050,0.0050,N,2,0.16,0.22,0.30,0.79,0.19,0.30,1.25,0.00,0.00,0.00
1101816,0,2006-AUG-06,0,STC,0.0040,0.0040,F,2,0.31,0.45,0.33,2.23,0.48,0.90,2.77,0.37,0.08,0.11
1101816,1,2013-OCT-06,0,STC,0.0050,0.0050,N,5,1.30,0.81,0.78,16.93,3.19,7.14,10.44,0.20,0.02,0.22
1101826,1,2013-AUG-06,0,STC,0.0050,0.0050,N,3,0.19,0.17,0.46,16.98,0.10,5.23,2.75,1.11,0.00,0.27
1101831,0,2006-AUG-09,0,STC,0.0040,0.0040,F,5,1.31,0.81,0.91,4.53,0.77,1.87,4.88,0.00,0.00,0.00
1101831,0,2013-AUG-10,1,STC,0.0050,0.0050,N,5,1.28,0.80,0.85,8.73,1.61,3.19,7.88,0.92,0.18,0.51
1101866,1,2013-JUN-28,0,STC,0.0050,0.0050,N,4,1.24,0.90,1.25,4.40,0.80,0.91,1.65,0.00,0.00,0.00
1101926,1,2014-JUN-21,0,STC,0.0050,0.0050,N,9,1.82,0.83,2.02,9.25,1.85,2.37,4.47,0.08,0.02,0.03
1101946,0,2006-JUL-05,0,STC,0.0040,0.0040,F,4,1.10,0.79,0.92,24.69,4.54,7.14,8.27,4.69,0.82,0.85
1101946,0,2014-JUN-20,1,STC,0.0050,0.0050,N,3,1.01,0.92,0.80,16.65,2.41,3.64,2.84,9.86,1.56,1.20
1101956,0,2006-JUL-14,0,STC,0.0040,0.0040,F,2,0.58,0.84,0.37,0.05,0.02,0.00,0.02,0.00,0.00,0.00
1101956,0,2015-JUN-01,1,STC,0.0050,0.0049,N,4,0.79,0.57,0.59,14.10,3.08,1.93,1.00,0.00,0.00,0.00
1101966,0,2006-JUL-13,0,STC,0.0040,0.0040,F,8,1.84,0.89,2.52,0.32,0.07,0.57,0.22,0.00,0.00,0.00
1101966,1,2017-MAY-30,0,STC,0.0050,0.0050,N,1,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1101986,0,2006-JUL-24,0,STC,0.0040,0.0040,F,5,1.31,0.82,1.10,5.48,1.00,4.89,2.06,0.00,0.00,0.00
1101986,1,2017-JUN-02,0,STC,0.0050,0.0050,N,5,0.67,0.42,0.85,16.56,4.67,6.57,7.24,0.95,0.16,0.36
1101991,0,2006-JUL-27,0,STC,0.0040,0.0040,F,5,0.89,0.55,0.95,0.88,0.21,2.77,1.89,0.00,0.00,0.00
1101991,1,2017-JUN-01,0,STC,0.0050,0.0050,N,3,0.79,0.72,0.78,6.38,1.12,3.04,1.27,0.24,0.03,0.49
1107841,0,2003-JUL-16,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,10.40,1.90,1.84,3.09,4.71,0.76,0.74
1107861,0,2000-AUG-23,0,STC,-1.0000,0.0100,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107881,0,2001-AUG-19,0,STC,-1.0000,0.0100,F,2,0.10,0.15,0.19,35.38,6.02,7.08,9.75,2.36,0.52,0.84
1107901,0,2001-JUL-14,0,STC,-1.0000,0.0100,F,3,0.85,0.77,0.53,5.97,1.55,5.74,5.64,0.08,0.00,0.00
1107906,0,2004-AUG-19,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,0.05,0.01,0.10,0.13,0.00,0.00,0.00
1107921,0,2001-JUL-16,0,STC,-1.0000,0.0100,F,2,0.57,0.82,0.27,6.25,1.47,0.84,2.12,0.67,0.14,0.08
1108316,0,2004-JUL-11,0,STC,0.0050,0.0050,F,1,0.00,,0.00,4.51,0.81,1.17,2.08,20.27,3.79,3.75
1108316,0,2015-AUG-09,1,STC,0.0050,0.0050,N,1,0.00,,0.00,1.58,0.29,0.31,0.64,9.63,1.81,4.97
1108321,0,2004-JUL-10,0,STC,0.0050,0.0050,F,4,0.90,0.65,0.57,28.50,5.45,7.79,16.77,0.33,0.09,0.20
1108321,0,2015-AUG-10,1,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,25.55,4.79,4.97
1108326,0,2004-JUL-10,0,STC,0.0050,0.0050,F,3,0.43,0.39,0.44,8.60,1.89,3.50,10.38,0.35,0.13,0.38
1108326,0,2015-AUG-08,1,STC,0.0050,0.0050,N,2,0.11,0.15,0.22,14.76,3.07,4.79,13.32,0.11,0.03,0.03
1108656,0,2005-JUL-19,0,STC,0.0050,0.0050,F,1,0.00,,0.00,3.71,0.68,0.85,1.78,0.10,0.02,0.02
1108656,0,2016-JUL-19,1,STC,0.0050,0.0050,N,1,0.00,,0.00,3.18,0.59,1.03,2.04,3.07,0.54,0.83
1108706,0,2006-AUG-07,0,STC,0.0040,0.0040,F,3,1.00,0.91,0.65,0.27,0.06,0.18,0.57,5.09,0.89,1.16
1108706,0,2014-JUL-15,1,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,2.57,0.52,1.84
1108721,1,2013-AUG-07,0,STC,0.0050,0.0050,N,2,0.19,0.28,0.33,1.94,0.40,0.63,2.01,1.27,0.26,0.42
1108726,1,2013-JUN-29,0,STC,0.0050,0.0050,N,1,0.00,,0.00,4.22,0.83,1.18,3.04,0.00,0.00,0.00
1108826,0,2006-JUL-10,0,STC,0.0040,0.0040,F,1,0.00,,0.00,3.84,0.80,0.63,0.25,0.00,0.00,0.00
1108826,0,2014-AUG-04,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.00,0.00,0.00,0.00,5.60,1.09,0.81
1114666,0,2002-JUL-30,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,0.30,0.07,0.29,0.51,0.00,0.00,0.00
1114726,0,2002-JUL-28,0,STC,-1.0000,0.0100,F,3,0.81,0.74,0.56,6.59,1.11,1.17,1.62,0.00,0.00,0.00
1114736,0,2005-JUL-10,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,1.79,0.20,0.11,0.15,2.80,0.36,0.18
1114741,0,2005-JUL-09,0,STC,-1.0000,0.0100,F,3,1.04,0.94,0.83,6.21,1.49,1.10,1.23,1.90,0.38,0.32
1114761,0,2005-JUL-07,0,STC,-1.0000,0.0100,F,2,0.11,0.16,0.27,3.00,0.60,0.99,2.14,0.00,0.00,0.00
1114771,0,2002-JUL-11,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,1.38,0.28,0.73,0.57,3.51,0.00,0.00
1114846,0,2002-JUL-15,0,STC,-1.0000,0.0100,F,2,0.64,0.92,0.56,3.99,0.89,0.23,0.45,0.43,0.10,0.02
1115226,0,2004-JUL-08,0,STC,0.0050,0.0050,F,1,0.00,,0.00,14.28,2.66,4.33,8.75,0.55,0.12,0.19
1115226,0,2010-JUN-27,1,STC,0.0050,0.0050,N,1,0.00,,0.00,14.97,2.72,3.83,7.79,0.04,0.01,0.02
1115341,0,2014-JUL-22,0,STC,0.0050,0.0050,N,2,0.64,0.92,0.33,4.88,0.98,1.76,4.28,0.00,0.00,0.00
1115541,0,2005-JUL-22,0,STC,0.0050,0.0050,F,4,0.84,0.60,0.79,9.18,1.69,3.76,8.33,0.21,0.02,0.07
1115541,0,2016-JUL-20,1,STC,0.0050,0.0050,N,2,0.37,0.54,0.27,12.93,2.33,3.32,7.38,3.97,0.52,0.78
1115591,1,2013-SEP-19,0,STC,0.0050,0.0050,N,5,0.97,0.60,1.12,1.38,0.23,0.83,0.85,6.43,1.09,1.08
1115691,0,2006-JUL-12,0,STC,0.0040,0.0040,F,7,1.73,0.89,2.27,2.12,0.42,0.82,2.24,0.44,0.09,0.22
