nfi_plot,loc_id,meas_date,meas_num,plot_type,nom_plot_size,meas_plot_size,plot_split,site_index,site_index_genus,site_index_species,site_height,lorey_height,site_age,num_lab,num_field,basal_area_standlive,basal_area_standdead,basal_area_falllive,stem_density_standlive,stem_density_standdead,stem_density_falllive,species_ltnum,bindex_ltshannon,bindex_lteven,bindex_ltmargalef,plotbio_stemwood_live,plotbio_stembark_live,plotbio_branches_live,plotbio_foliage_live,plotbio_stemwood_dead,plotbio_stembark_dead,plotbio_branches_dead
1293661,0,2014-JUL-24,1,LTC,0.0400,0.0400,F,19.0,POPU,TRE,35.0,30.2,130,4,0,56.64,11.04,0.17,575,175,25,3,1.03,0.94,0.64,283.37,48.90,40.85,11.13,29.81,2.90,3.72
1293686,0,2002-AUG-20,0,LTC,-1.0000,0.0400,F,15.1,ABIE,LAS,14.9,14.2,73,6,0,18.62,0.00,0.19,700,0,25,3,0.67,0.61,0.60,39.70,6.96,15.77,9.70,0.00,0.00,0.00
1293686,0,2018-JUL-24,1,LTC,0.0400,0.0400,N,15.2,ABIE,LAS,17.0,16.0,87,5,0,25.06,2.49,0.20,825,25,25,3,0.64,0.59,0.57,60.60,10.02,19.15,8.53,6.10,1.09,3.11
1293691,0,2002-AUG-19,0,LTC,-1.0000,0.0400,F,17.2,ABIE,LAS,20.5,25.7,117,2,0,12.56,2.58,0.00,50,75,0,1,0.00,,0.00,37.20,6.68,22.11,8.66,4.88,0.85,1.35
1293691,0,2014-AUG-29,1,LTC,0.0400,0.0400,F,17.2,ABIE,LAS,21.9,25.7,118,2,0,14.45,2.10,0.00,50,50,0,1,0.00,,0.00,41.90,7.44,28.45,10.60,3.94,0.18,0.58
1293696,0,2001-JUN-18,0,LTC,-1.0000,0.0400,F,17.5,PINU,CON,19.7,19.7,116,12,0,33.45,3.81,0.00,1125,325,0,4,1.09,0.79,0.79,111.65,13.49,19.82,10.90,7.49,1.19,2.02
1293696,0,2014-AUG-28,1,LTC,0.0400,0.0400,F,16.5,ABIE,LAS,19.7,17.7,136,8,0,26.27,15.21,0.00,1100,375,0,3,0.93,0.85,0.53,77.31,12.19,15.90,9.65,59.73,3.87,7.84
1293776,0,2006-AUG-17,0,LTS,0.0400,0.0400,F,11.3,PICE,MAR,12.9,12.4,93,8,0,20.50,1.21,0.16,1475,75,25,2,0.62,0.89,0.25,47.21,7.20,10.46,8.04,1.79,0.36,0.95
1293921,0,2006-SEP-18,0,LTS,0.0400,0.0400,F,17.2,PINU,BAN,17.8,16.8,60,5,1,20.91,1.72,0.00,700,50,0,3,0.82,0.75,0.60,62.37,8.16,8.22,4.02,4.03,0.39,0.45
1293921,0,2014-AUG-06,1,LTS,0.0400,0.0400,N,17.4,PINU,BAN,18.2,18.1,64,6,1,24.58,1.70,0.00,700,50,0,3,0.82,0.75,0.60,79.52,10.37,9.86,4.41,4.30,0.36,0.38
1293931,0,2004-JUL-19,0,LTS,0.0400,0.0400,F,14.6,PICE,MAR,11.5,10.8,54,11,0,26.03,2.42,0.00,1775,200,0,3,0.97,0.88,0.47,47.48,7.78,15.64,13.79,3.66,0.85,0.93
1293931,0,2012-AUG-04,1,LTS,0.0400,0.0400,N,15.7,PICE,GLA,14.6,13.3,63,11,0,32.90,4.55,0.00,1875,300,0,3,0.86,0.79,0.46,74.80,10.84,17.15,14.18,6.26,1.17,2.37
1294021,0,2003-SEP-04,0,LTS,0.0400,0.0400,F,11.9,LARI,LAR,17.2,15.7,124,0,2,14.45,0.00,0.00,400,0,0,2,0.56,0.81,0.36,38.79,4.81,9.45,4.72,0.00,0.00,0.00
1294021,0,2013-AUG-28,1,LTS,0.0400,0.0400,N,12.8,PICE,MAR,19.8,16.3,114,1,0,2.91,7.22,0.00,100,125,0,2,0.56,0.81,0.72,8.37,1.11,1.55,1.11,17.24,1.00,3.84
1294041,0,2004-SEP-26,0,LTS,0.0400,0.0400,F,21.4,POPU,TRE,14.4,14.1,33,3,1,8.66,0.72,0.00,250,50,0,2,0.69,1.00,0.43,20.72,5.85,14.89,1.92,0.89,0.28,0.33
1294041,0,2013-AUG-29,1,LTS,0.0400,0.0400,N,,PICE,GLA,,10.6,,,,2.62,0.47,0.00,125,25,0,2,0.50,0.72,0.62,4.72,1.07,3.33,1.71,1.07,0.19,0.12
1294051,0,2004-SEP-25,0,LTS,0.0400,0.0200,H,,POPU,BAL,10.0,9.3,,,,7.91,0.33,0.00,800,50,0,1,0.00,,0.00,10.96,3.29,4.16,1.37,0.41,0.13,0.14
1294051,0,2017-OCT-04,1,LTS,0.0400,0.0400,N,15.7,POPU,BAL,12.3,11.2,40,3,0,14.29,0.46,0.00,1125,50,0,3,0.50,0.45,0.53,23.89,6.55,7.15,2.86,0.66,0.18,0.18
1294076,0,2003-JUL-29,0,LTC,0.0500,0.0500,F,11.3,PINU,BAN,8.3,7.8,38,2,1,2.41,0.00,0.00,160,0,0,2,0.56,0.81,0.48,2.68,0.67,1.31,1.01,0.00,0.00,0.00
1294076,0,2008-AUG-06,1,LTC,0.0500,0.0500,N,11.0,PINU,BAN,9.0,8.2,43,2,1,2.83,0.00,0.00,180,0,0,2,0.53,0.76,0.46,3.37,0.79,1.51,1.09,0.00,0.00,0.00
1294076,0,2018-AUG-25,2,LTC,0.0503,0.0503,N,10.4,PINU,BAN,10.2,9.0,53,2,1,4.87,0.00,0.00,298,0,0,3,0.89,0.81,0.74,9.13,1.07,3.07,1.75,0.00,0.00,0.00
1294121,0,2004-JUN-08,0,LTC,0.0500,0.0500,F,18.7,POPU,BAL,7.5,,19,1,0,0.00,0.00,0.00,0,0,0,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1294121,0,2014-JUN-10,1,LTC,0.0500,0.0500,N,15.9,POPU,BAL,9.2,8.9,30,6,0,2.25,0.00,0.00,300,0,0,2,0.39,0.57,0.37,3.16,0.99,0.90,0.33,0.00,0.00,0.00
1294161,0,2003-JUN-19,0,LTC,0.0500,0.0500,F,18.3,PINU,BAN,16.8,15.4,49,7,0,31.80,1.46,0.00,2360,180,0,4,0.43,0.31,0.63,106.91,10.84,9.24,8.07,3.45,0.35,0.21
1294161,0,2013-JUL-03,1,LTC,0.0500,0.0500,N,19.2,PINU,BAN,19.7,18.6,59,8,0,36.34,2.99,0.18,1960,320,20,4,0.55,0.39,0.65,143.12,13.97,10.97,8.59,6.05,0.52,0.17
1294166,0,2004-AUG-10,0,LTC,0.0500,0.0500,F,9.9,PINU,BAN,12.5,11.5,72,3,0,6.38,2.02,0.00,240,120,0,1,0.00,,0.00,14.45,1.36,3.45,1.46,4.43,0.44,0.88
1294166,0,2009-AUG-07,1,LTC,0.0500,0.0500,N,9.6,PINU,BAN,12.7,11.7,77,3,0,7.16,1.97,0.00,260,120,0,1,0.00,,0.00,16.43,1.51,3.93,1.63,4.05,0.19,0.42
1294211,0,2004-AUG-20,0,LTC,0.0400,0.0400,F,6.9,PICE,MAR,5.0,8.9,35,2,0,0.24,0.00,0.00,25,0,0,1,0.00,,0.00,0.49,0.06,0.13,0.10,0.00,0.00,0.00
1294211,0,2015-AUG-26,1,LTC,0.0400,0.0400,N,14.1,LARI,LAR,9.6,10.6,30,8,0,3.96,0.00,0.00,400,0,0,3,0.78,0.71,0.72,9.39,1.16,1.80,1.55,0.00,0.00,0.00
1294421,0,2006-JUL-10,0,LTC,0.0400,0.0400,F,,,,,,,,,0.00,0.00,0.00,0,0,0,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1294421,0,2015-JUL-30,1,LTC,0.0400,0.0400,N,,,,,11.2,,,,0.81,0.00,0.00,75,0,0,2,0.64,0.92,0.91,1.63,0.39,0.34,0.08,0.00,0.00,0.00
1294451,0,2005-JUL-07,0,LTC,0.0400,0.0400,F,12.8,THUJ,OCC,15.6,11.5,176,1,0,30.08,4.42,0.00,1800,325,0,4,0.92,0.66,0.70,50.32,7.01,11.47,7.87,6.78,1.02,1.84
1294451,0,2013-JUN-24,1,LTC,0.0400,0.0400,N,11.1,THUJ,OCC,13.7,12.3,96,3,0,38.72,4.37,0.00,2025,275,0,4,0.87,0.63,0.68,69.75,9.17,13.64,9.68,6.35,0.91,0.75
1300521,0,2002-JUL-04,0,LTC,-1.0000,0.0400,F,16.5,ABIE,LAS,19.3,16.0,107,10,0,37.46,6.43,0.00,1875,225,0,2,0.39,0.57,0.23,95.05,15.26,22.50,15.49,21.55,2.50,3.06
1300521,0,2017-JUL-08,1,LTC,0.0400,0.0400,N,16.5,PICE,ENG,22.0,18.2,109,8,0,43.82,9.35,0.00,1700,375,0,2,0.42,0.60,0.24,124.08,18.63,27.64,10.77,27.97,2.95,3.73
1300581,0,2001-JUN-13,0,LTC,-1.0000,0.0400,F,15.1,PICE,ENG,30.7,29.3,152,4,0,24.32,0.81,0.21,400,25,25,2,0.38,0.54,0.36,98.84,11.09,22.12,10.88,1.50,0.29,0.75
1300581,0,2014-AUG-24,1,LTC,0.0400,0.0400,F,15.1,PICE,ENG,34.0,32.2,165,5,0,29.74,0.76,0.00,475,25,0,2,0.34,0.48,0.34,123.28,13.87,25.22,11.30,2.03,0.12,0.09
1300611,0,2001-JUL-29,0,LTC,-1.0000,0.0400,F,18.3,PICE,ENG,13.0,14.2,203,9,0,24.77,3.18,0.16,675,150,25,2,0.61,0.88,0.30,42.12,7.15,26.87,15.38,5.09,1.00,2.90
1300636,0,2011-MAY-29,0,LTS,0.0400,0.0400,,15.7,PINU,CON,23.8,24.7,116,7,0,28.49,6.55,0.00,325,75,0,3,0.69,0.63,0.78,124.65,14.58,16.79,5.18,8.13,1.45,3.81
1301131,0,2004-JUL-22,0,LTC,0.0400,0.0400,F,12.2,PICE,MAR,12.3,16.1,58,3,0,11.93,1.89,0.00,450,150,0,1,0.00,,0.00,36.96,5.01,4.90,4.06,3.81,0.64,0.75
1301131,0,2008-AUG-16,1,LTC,0.0400,0.0400,N,14.2,PICE,MAR,15.0,15.0,67,3,0,8.49,1.84,0.00,350,125,0,2,0.26,0.37,0.38,24.29,3.38,3.77,2.71,3.56,0.44,0.67
1301131,0,2018-AUG-14,2,LTC,0.0400,0.0400,N,16.4,PICE,MAR,18.6,15.1,81,4,0,9.82,0.27,0.00,400,25,0,3,0.74,0.67,0.72,28.40,3.93,4.48,3.72,0.45,0.06,0.01
1301296,0,2004-SEP-05,0,LTC,0.0400,0.0400,F,14.6,ACER,SAH,14.4,15.9,72,6,0,13.95,6.03,0.00,225,25,0,5,1.43,0.89,1.82,48.91,5.55,24.21,4.73,8.29,0.86,4.14
1301296,0,2013-JUL-08,1,LTC,0.0400,0.0400,N,19.3,ACER,SAH,23.0,14.2,114,3,0,18.14,6.03,0.00,300,25,0,6,1.63,0.91,2.01,64.96,7.39,30.38,4.54,8.67,0.11,0.00
1301301,0,2004-AUG-08,0,LTC,0.0400,0.0400,F,,,,,18.0,,,,21.76,3.59,0.00,575,125,0,2,0.30,0.43,0.32,107.02,12.98,30.15,3.28,14.79,2.09,4.29
1301301,0,2008-JUL-12,1,LTC,0.0400,0.0400,N,,,,,18.6,,,,21.01,3.11,0.00,525,100,0,3,0.50,0.46,0.66,101.21,11.75,28.95,1.89,10.07,1.43,2.78
1301301,0,2018-JUN-27,2,LTC,0.0400,0.0400,N,,FAGU,GRA,,18.4,,,,16.64,6.53,0.00,475,175,0,4,1.09,0.79,1.02,75.94,8.62,24.25,2.46,21.13,1.35,0.00
1301311,0,2006-JUL-07,0,LTC,0.0400,0.0400,F,,,,,19.1,,,,33.32,0.42,0.00,1100,50,0,3,0.95,0.87,0.53,150.65,22.25,52.60,6.01,1.32,0.23,0.41
1301311,0,2012-JUL-17,1,LTC,0.0400,0.0400,N,,,,,18.3,,,,35.81,0.26,0.00,1100,25,0,3,0.97,0.88,0.53,157.49,23.65,60.51,6.53,0.90,0.10,0.17
1301321,0,2005-JUL-05,0,LTC,0.0400,0.0400,F,18.4,ACER,SAH,20.5,18.8,79,4,0,16.94,3.65,0.00,225,50,0,2,0.35,0.50,0.46,78.51,9.82,25.75,3.23,12.27,1.97,4.27
1301321,0,2012-JUL-16,1,LTC,0.0400,0.0400,N,18.4,ACER,SAH,20.7,20.2,81,4,0,19.72,3.11,0.00,200,25,0,1,0.00,,0.00,98.70,11.84,31.71,3.21,10.05,0.59,0.00
1301361,0,2004-SEP-15,0,LTC,0.0400,0.0400,F,12.5,PICE,GLA,13.8,9.5,75,5,0,27.06,4.02,0.00,1950,125,0,5,0.55,0.34,0.92,40.69,6.07,11.08,8.23,10.57,1.74,2.37
1301366,0,2005-JUN-21,0,LTC,0.0400,0.0400,F,11.3,THUJ,OCC,12.7,10.8,76,6,0,44.64,4.22,0.00,2050,150,0,3,0.63,0.57,0.45,69.24,10.47,18.50,11.69,8.78,1.98,2.49
1301366,0,2013-JUL-25,1,LTC,0.0400,0.0400,N,10.1,THUJ,OCC,12.6,11.6,102,4,0,51.58,3.15,0.00,2300,175,0,3,0.69,0.62,0.44,85.68,12.88,20.49,12.80,4.76,0.67,0.83
1301376,0,2004-AUG-22,0,LTC,0.0400,0.0400,F,21.8,ACER,SAH,24.2,23.3,74,5,0,22.45,0.00,0.00,350,0,0,1,0.00,,0.00,125.50,15.73,31.56,2.50,0.00,0.00,0.00
1301376,0,2014-JUL-10,1,LTC,0.0400,0.0400,N,,,,,23.8,,,,26.74,0.00,0.00,425,0,0,3,0.71,0.65,0.71,151.96,18.46,38.17,2.97,0.00,0.00,0.00
1301391,0,2004-AUG-17,0,LTC,0.0400,0.0400,F,10.6,THUJ,OCC,9.7,9.3,51,5,0,37.22,0.00,0.00,2950,0,0,1,0.00,,0.00,51.27,6.54,12.33,9.86,0.00,0.00,0.00
1301391,0,2012-JUL-31,1,LTC,0.0400,0.0400,N,10.9,THUJ,OCC,11.9,10.6,71,4,0,55.32,0.18,0.00,3850,25,0,1,0.00,,0.00,83.84,10.41,16.48,13.29,0.25,0.03,0.06
1301396,0,2004-AUG-19,0,LTC,0.0400,0.0300,F,23.1,TILI,AME,25.5,22.1,67,6,0,60.65,14.30,0.00,1567,333,0,6,1.47,0.82,1.30,253.82,39.27,64.22,8.82,61.25,8.39,13.79
1301396,0,2016-JUL-12,1,LTC,0.0400,0.0300,N,,,,,21.7,,,,67.50,9.51,0.00,1267,267,0,6,1.43,0.80,1.37,273.09,39.68,79.93,8.50,23.87,3.28,5.32
1307371,0,2003-JUL-25,0,LTC,-1.0000,0.0400,F,,ABIE,LAS,15.5,14.1,358,6,1,47.73,16.62,0.18,950,100,25,3,0.79,0.72,0.55,109.50,20.67,43.92,20.99,33.01,6.47,34.06
1307371,0,2017-AUG-16,1,LTC,0.0400,0.0400,N,,ABIE,LAS,17.7,14.4,389,6,0,52.23,16.74,0.65,1050,125,50,2,0.68,0.99,0.27,124.41,23.31,46.69,22.40,33.86,2.46,8.22
1307391,0,2002-JUL-01,0,LTC,-1.0000,0.0400,F,15.3,ABIE,LAS,12.0,11.6,137,3,0,4.17,0.75,0.50,250,50,50,3,1.03,0.94,0.87,9.84,1.51,2.74,2.07,1.01,0.11,0.26
1307391,0,2017-AUG-19,1,LTC,0.0400,0.0400,N,16.2,PINU,CON,4.4,9.6,36,2,1,6.53,1.00,0.53,400,75,50,3,0.70,0.64,0.72,11.15,1.90,6.70,3.88,2.05,0.18,0.46
1307401,0,2001-AUG-28,0,LTC,-1.0000,0.0400,F,17.7,PICE,GLA,18.7,18.5,63,10,0,35.30,0.00,0.00,700,0,0,3,0.98,0.89,0.60,103.63,13.15,22.01,13.37,0.00,0.00,0.00
1307401,0,2017-JUL-10,1,LTC,0.0400,0.0400,N,17.1,PICE,GLA,23.4,22.4,81,5,1,46.50,0.00,0.00,750,0,0,3,0.97,0.88,0.59,162.52,19.32,26.80,15.39,0.00,0.00,0.00
1307441,0,2004-JUN-26,0,LTC,-1.0000,0.0400,F,17.7,PINU,CON,20.0,19.2,155,9,0,40.49,5.93,0.00,1625,425,0,3,0.76,0.70,0.48,157.33,16.50,12.74,8.06,18.78,2.14,1.27
1307441,0,2014-JUL-26,1,LTC,0.0400,0.0400,F,14.8,POPU,TRE,21.1,19.7,257,5,0,11.00,25.73,0.46,425,1000,25,3,0.71,0.65,0.71,41.96,6.59,4.58,2.23,107.55,7.77,6.89
1307451,0,2001-JUN-15,0,LTC,-1.0000,0.0400,F,16.9,PICE,ENG,27.6,24.2,124,1,0,4.50,11.18,0.55,125,225,25,3,1.05,0.96,1.24,21.34,2.01,3.08,1.83,41.43,3.72,4.96
1307451,0,2014-AUG-26,1,LTC,0.0400,0.0400,F,16.9,PICE,ENG,17.4,13.7,80,3,0,13.64,5.04,0.00,725,75,0,5,0.86,0.53,1.19,30.55,5.01,9.84,5.81,16.64,0.91,1.25
1307511,0,2011-MAY-30,0,LTS,0.0400,0.0400,,14.5,PINU,CON,24.3,19.9,155,5,0,51.37,4.01,0.00,1125,200,0,3,0.42,0.39,0.53,190.42,16.44,15.31,11.48,11.76,0.52,0.67
1307516,0,2011-MAY-30,0,LTS,0.0400,0.0400,,9.6,PINU,CON,18.5,14.0,146,5,0,18.88,2.29,0.00,625,125,0,2,0.65,0.94,0.31,49.63,5.52,6.90,5.63,4.36,0.58,0.92
1307731,0,2003-SEP-30,0,LTS,0.0400,0.0400,F,11.1,POPU,TRE,8.3,8.0,43,5,0,6.54,0.79,0.00,525,75,0,2,0.19,0.28,0.33,9.27,3.11,6.14,2.85,0.87,0.32,0.49
1307731,0,2015-AUG-28,1,LTS,0.0400,0.0400,N,11.0,POPU,TRE,10.2,9.7,55,4,1,13.89,0.75,0.00,900,50,0,2,0.22,0.31,0.28,23.34,7.07,11.83,4.42,0.99,0.30,0.46
1307826,0,2003-JUN-04,0,LTC,0.0500,0.0500,F,15.3,POPU,BAL,23.0,21.2,102,3,0,49.58,0.90,0.00,960,40,0,4,0.56,0.40,0.77,175.15,43.70,30.44,3.86,2.92,0.78,0.28
1307826,0,2008-JUN-10,1,LTC,0.0500,0.0500,N,14.9,POPU,TRE,23.2,22.2,108,3,0,48.69,4.84,0.00,960,100,0,3,0.51,0.47,0.52,183.86,45.08,29.27,3.28,10.99,2.61,0.44
1307826,0,2018-AUG-02,2,LTC,0.0503,0.0503,N,9.5,POPU,BAL,12.5,16.6,77,4,0,6.85,29.60,0.00,159,437,0,3,0.97,0.89,0.96,20.15,3.76,5.46,0.75,51.38,8.14,11.73
1307926,0,2003-AUG-30,0,LTC,0.0500,0.0500,F,16.3,PINU,BAN,14.3,14.2,49,7,0,18.81,1.60,0.00,840,40,0,3,0.85,0.77,0.54,53.38,5.85,8.30,6.13,2.44,0.38,0.62
1307926,0,2009-AUG-19,1,LTC,0.0500,0.0500,N,16.8,PINU,BAN,16.2,15.8,54,6,0,20.17,1.19,0.31,780,80,20,4,0.95,0.68,0.82,63.31,6.73,8.64,6.16,2.24,0.26,0.32
1308251,0,2004-SEP-17,0,LTC,0.0400,0.0400,F,,,,,24.9,,,,25.33,4.43,0.00,575,25,0,4,1.19,0.86,0.96,140.47,18.19,32.65,2.75,25.80,2.86,7.29
1308251,0,2013-JUL-23,1,LTC,0.0400,0.0400,N,,,,,22.0,,,,11.62,0.53,0.00,375,25,0,4,1.21,0.87,1.11,52.74,8.12,10.77,1.25,2.10,0.13,0.08
1308261,0,2005-JUN-24,0,LTC,0.0400,0.0400,F,,,,,12.0,,,,14.76,0.72,0.00,775,50,0,4,1.20,0.87,0.87,27.96,4.69,6.24,4.80,1.37,0.23,0.29
1308261,0,2015-JUL-28,1,LTC,0.0400,0.0400,N,,,,,11.9,,,,26.53,1.21,0.00,1125,75,0,4,1.17,0.85,0.79,48.79,7.96,12.32,7.90,2.05,0.34,0.07
1314251,0,2003-JUL-23,0,LTC,-1.0000,0.0400,F,,TSUG,MER,9.5,10.4,252,5,1,13.41,0.00,0.00,350,0,0,3,0.99,0.90,0.76,24.91,5.18,7.56,5.24,0.00,0.00,0.00
1314251,0,2017-JUL-27,1,LTC,0.0400,0.0400,N,,TSUG,MER,9.7,10.6,343,4,0,13.31,0.00,0.00,325,0,0,3,1.01,0.92,0.78,24.10,4.56,7.07,3.19,0.00,0.00,0.00
1314286,0,2002-JUN-28,0,LTC,-1.0000,0.0400,F,,,,,,,,,0.00,0.00,0.00,0,0,0,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1314286,0,2017-JUL-11,1,LTC,0.0400,0.0400,N,,,,,,,,,0.00,0.00,0.00,0,0,0,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1314291,0,2002-JUN-27,0,LTC,-1.0000,0.0400,F,18.3,PINU,CON,8.3,7.5,21,5,0,5.65,0.00,0.00,550,0,0,1,0.00,,0.00,8.68,1.30,3.32,2.40,0.00,0.00,0.00
1314291,0,2017-AUG-20,1,LTC,0.0400,0.0400,N,18.3,PINU,CON,14.5,12.7,36,4,0,15.82,0.38,0.00,975,25,0,1,0.00,,0.00,41.38,4.62,6.40,4.21,0.88,0.09,0.16
1314311,0,2002-AUG-12,0,LTC,-1.0000,0.0400,F,21.2,PINU,CON,20.2,18.3,144,3,0,20.36,1.48,0.00,775,125,0,2,0.63,0.91,0.29,72.63,6.86,8.61,5.26,3.90,0.45,0.52
1314311,0,2014-JUL-21,1,LTC,0.0400,0.0400,F,21.2,PINU,CON,3.1,6.9,13,0,2,0.00,0.00,0.36,0,0,25,0,,,,0.28,0.07,0.38,0.28,0.00,0.00,0.00
1314351,0,2002-AUG-14,0,LTC,-1.0000,0.0400,F,,,,,,,,,0.00,0.00,0.00,0,0,0,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1314351,0,2014-AUG-18,1,LTC,0.0400,0.0400,F,,PICE,ENG,6.1,5.5,30,3,0,5.48,0.00,0.00,550,0,0,1,0.00,,0.00,3.28,0.96,5.98,4.45,0.00,0.00,0.00
1314356,0,2002-AUG-13,0,LTC,-1.0000,0.0400,F,,PICE,ENG,3.1,,22,5,0,0.00,13.77,0.00,0,200,0,0,,,,0.00,0.00,0.00,0.00,9.20,1.17,2.51
1314376,0,2002-AUG-16,0,LTC,-1.0000,0.0400,F,16.4,ABIE,LAS,19.1,18.1,253,5,0,26.34,16.31,0.00,575,200,0,2,0.18,0.26,0.32,57.56,9.86,33.53,16.81,33.56,6.22,19.69
1314376,0,2014-AUG-23,1,LTC,0.0400,0.0400,F,16.4,ABIE,LAS,20.9,19.1,259,5,0,28.39,14.37,0.00,625,175,0,2,0.17,0.24,0.31,65.30,10.84,33.60,16.64,23.34,2.25,6.10
1314391,0,2011-MAY-28,0,LTS,0.0400,0.0400,,11.1,PINU,CON,17.3,16.1,118,4,0,40.20,3.53,0.00,1750,175,0,2,0.38,0.55,0.24,127.17,13.25,8.54,8.33,8.57,1.14,1.20
1314711,0,2003-JUN-07,0,LTC,0.0500,0.0500,F,16.6,POPU,TRE,13.7,12.7,43,4,2,17.75,0.22,0.00,1940,20,0,3,0.34,0.31,0.44,39.38,11.86,4.50,1.79,0.50,0.15,0.05
1314711,0,2008-JUN-21,1,LTC,0.0500,0.0500,N,16.9,POPU,TRE,14.8,13.8,47,4,2,21.46,0.79,0.00,2080,100,0,4,0.48,0.35,0.65,51.47,14.83,5.56,2.32,1.87,0.55,0.13
1314711,0,2018-AUG-24,2,LTC,0.0503,0.0503,N,15.8,POPU,TRE,16.3,14.0,57,4,2,27.73,1.33,0.00,2286,159,0,4,0.67,0.48,0.63,69.20,14.38,12.08,6.74,3.24,0.72,0.57
1314811,0,2003-JUN-05,0,LTC,0.0500,0.0500,F,22.5,PICE,GLA,13.5,12.7,30,4,0,6.20,4.07,0.00,460,100,0,3,0.56,0.51,0.64,13.26,2.68,2.95,2.16,10.17,2.23,2.00
1314811,0,2009-JUN-03,1,LTC,0.0500,0.0500,N,21.5,PICE,GLA,15.5,13.9,36,4,0,10.21,0.00,0.00,540,0,0,3,0.67,0.61,0.61,21.93,4.20,4.53,2.89,0.00,0.00,0.00
1314831,0,2004-JUL-24,0,LTC,0.0400,0.0400,F,14.6,PICE,GLA,14.1,13.4,57,6,1,13.53,0.00,0.00,1100,0,0,5,1.33,0.83,1.06,34.13,6.61,5.56,3.79,0.00,0.00,0.00
1314831,0,2008-JUL-15,1,LTC,0.0400,0.0400,N,14.8,ABIE,BAL,13.3,13.7,43,2,1,16.19,0.00,0.00,1200,0,0,5,1.32,0.82,1.03,41.49,8.00,6.61,2.10,0.00,0.00,0.00
1314831,0,2018-JUL-18,2,LTC,0.0400,0.0400,N,15.3,ABIE,BAL,15.2,16.0,55,3,2,23.99,0.96,0.00,1500,75,0,5,1.33,0.83,0.98,70.68,13.24,9.43,5.32,2.58,0.42,0.07
1314846,0,2004-AUG-17,0,LTC,0.0400,0.0400,F,8.1,PICE,MAR,7.0,5.5,53,6,0,0.16,0.00,0.00,25,0,0,1,0.00,,0.00,0.20,0.03,0.07,0.05,0.00,0.00,0.00
1314846,0,2017-JUL-19,1,LTC,0.0400,0.0400,N,8.9,PINU,BAN,7.3,7.4,36,4,0,0.73,0.00,0.00,75,0,0,1,0.00,,0.00,1.18,0.14,0.31,0.20,0.00,0.00,0.00
1314851,0,2004-AUG-06,0,LTC,0.0400,0.0400,F,14.1,PINU,BAN,17.4,10.7,152,4,0,3.75,1.80,0.00,225,25,0,2,0.35,0.50,0.46,8.22,1.10,1.99,1.41,4.06,0.35,1.47
1314851,0,2008-JUL-17,1,LTC,0.0400,0.0400,N,12.4,PICE,MAR,11.3,11.3,49,3,0,3.51,2.64,0.00,250,50,0,3,0.80,0.73,0.87,7.94,1.07,1.70,0.57,5.37,0.57,2.18
1314851,0,2018-JUL-20,2,LTC,0.0400,0.0400,N,10.2,PICE,MAR,9.8,10.9,53,4,0,4.31,0.22,0.00,275,25,0,3,0.92,0.83,0.83,9.61,1.33,2.34,1.49,0.34,0.05,0.01
1321141,0,2002-JUL-02,0,LTC,-1.0000,0.0400,F,15.7,ABIE,LAS,19.9,18.4,143,6,0,58.28,18.29,0.00,1250,475,0,3,0.32,0.29,0.51,147.82,25.95,63.41,32.18,45.00,6.16,11.57
1321206,0,2004-AUG-24,0,LTC,-1.0000,0.0400,F,20.7,POPU,TRE,27.3,25.8,124,9,0,27.33,0.42,1.19,525,25,25,3,1.04,0.94,0.66,133.11,18.53,14.68,5.58,1.37,0.17,0.25
1321206,0,2014-JUL-27,1,LTC,0.0400,0.0400,F,20.6,POPU,TRE,28.1,27.0,150,5,0,22.45,7.38,0.00,350,125,0,2,0.60,0.86,0.38,104.70,18.17,13.03,3.48,39.34,2.44,2.63
1321236,0,2003-JUL-14,0,LTC,-1.0000,0.0400,F,,PICE,ENG,12.1,10.3,31,7,0,15.44,1.05,0.00,850,50,0,2,0.22,0.32,0.28,21.21,4.13,14.13,9.55,3.42,0.59,0.74
1321236,0,2014-AUG-18,1,LTC,0.0400,0.0400,F,,PICE,ENG,18.0,15.8,42,4,0,29.41,1.30,0.00,875,75,0,3,0.35,0.32,0.56,66.29,9.90,25.08,14.17,2.54,0.40,0.69
1321306,0,2006-SEP-03,0,LTS,0.0400,0.0400,F,11.4,PINU,BAN,12.7,11.9,75,5,0,3.76,0.00,0.00,225,0,0,4,1.00,0.72,1.37,7.45,1.49,1.76,1.30,0.00,0.00,0.00
1321306,1,2007-JUN-12,0,LTS,0.0400,0.0400,,14.1,PINU,CON,15.9,12.9,78,5,0,19.80,3.12,0.00,1400,225,0,4,0.43,0.31,0.75,47.97,7.74,8.87,8.33,7.46,1.06,1.17
1321321,0,2011-MAY-26,0,LTS,0.0400,0.0400,,16.0,POPU,TRE,17.2,16.5,73,7,0,25.03,0.42,0.00,1400,50,0,6,1.49,0.83,1.24,73.39,14.09,13.47,6.36,0.68,0.09,0.17
