nfi_plot,loc_id,meas_num,smtree_species_num,smtree_genus,smtree_species,smtree_variety,smtree_percent
1128926,0,1,1,PICE,MAR,,100
1128941,0,0,1,PICE,MAR,,100
1128941,0,1,1,PICE,MAR,,100
1128956,0,0,1,PICE,MAR,,57
1128956,0,0,2,LARI,LAR,,22
1128956,0,0,3,PINU,BAN,,17
1128956,0,0,4,POPU,TRE,,5
1128956,0,1,1,PICE,MAR,,55
1128956,0,1,2,LARI,LAR,,25
1128956,0,1,3,PINU,BAN,,18
1128956,0,1,4,POPU,TRE,,2
1128976,0,0,1,LARI,LAR,,65
1128976,0,0,2,PICE,MAR,,35
1128976,0,0,3,BETU,PUM,,0
1128976,0,1,1,LARI,LAR,,74
1128976,0,1,2,PICE,MAR,,26
1129066,0,0,1,PICE,MAR,,46
1129066,0,0,2,BETU,PAP,,35
1129066,0,0,3,LARI,LAR,,19
1129141,0,0,1,PICE,MAR,,90
1129141,0,0,2,POPU,BAL,,10
1129306,0,0,1,PICE,MAR,,100
1129306,0,1,1,PICE,MAR,,100
1129306,0,2,1,PICE,MAR,,100
1129346,1,0,1,ALNU,INC,RUG,98
1129346,1,0,2,SALI,DIS,,2
1129436,1,0,1,ACER,SAH,,76
1129436,1,0,2,CORY,COR,,17
1129436,1,0,3,ACER,SPI,,4
1129436,1,0,4,VIBU,LAN,,4
1135306,0,0,1,ABIE,LAS,,83
1135306,0,0,2,PICE,SPP,,17
1135321,0,0,1,ABIE,LAS,,100
1135431,0,0,1,PICE,MAR,,100
1135451,0,0,1,PICE,MAR,,98
1135451,0,0,2,PICE,GLA,,1
1135451,0,0,3,PICE,SPP,,1
1135456,0,0,1,PICE,GLA,,100
1135471,0,0,1,PICE,MAR,,87
1135471,0,0,2,BETU,NEO,,12
1135471,0,0,3,LARI,LAR,,1
1135821,0,0,1,PICE,MAR,,96
1135821,0,0,2,LARI,LAR,,4
1135821,0,1,1,PINU,BAN,,100
1135826,0,0,1,PICE,MAR,,100
1135826,0,1,1,PICE,MAR,,100
1135861,0,0,1,PICE,MAR,,92
1135861,0,0,2,PINU,BAN,,6
1135861,0,0,3,SALI,SPP,,2
1135876,0,0,1,PICE,MAR,,88
1135876,0,0,2,BETU,PAP,,12
1135876,0,1,1,PICE,MAR,,98
1135876,0,1,2,BETU,PAP,PAP,2
1136156,0,0,1,PICE,MAR,,100
1136156,0,1,1,PICE,MAR,,100
1136161,0,0,1,PICE,MAR,,100
1136161,0,1,1,PICE,MAR,,100
1136166,0,0,1,PICE,MAR,,100
1136166,0,1,1,PICE,MAR,,100
1136191,0,0,1,PICE,MAR,,100
1136191,0,1,1,PICE,MAR,,100
1136206,0,0,1,ALNU,INC,RUG,70
1136206,0,0,2,POPU,TRE,,23
1136206,0,0,3,ABIE,BAL,,6
1136206,0,0,4,SORB,AME,,1
1136206,0,0,5,AMEL,SPP,,0
1136206,0,1,1,ALNU,INC,RUG,72
1136206,0,1,2,ABIE,BAL,,22
1136206,0,1,3,PICE,MAR,,3
1136206,0,1,4,SORB,DEC,,3
1136206,0,1,5,AMEL,SPP,,0
1136226,1,0,1,PICE,MAR,,56
1136226,1,0,2,ABIE,BAL,,30
1136226,1,0,3,ALNU,INC,RUG,14
1136321,1,0,1,ACER,SAH,,63
1136321,1,0,2,VIBU,LAN,,27
1136321,1,0,3,CORY,COR,,8
1136321,1,0,4,ABIE,BAL,,1
1136321,1,0,5,ACER,RUB,,0
1136336,1,0,1,ACER,SAH,,95
1136336,1,0,2,ACER,PEN,,2
1136336,1,0,3,FAGU,GRA,,2
1136336,1,0,4,ABIE,BAL,,0
1142211,0,0,1,PICE,SPP,,100
1142241,0,0,1,PINU,CON,,100
1142316,0,0,1,PICE,MAR,,80
1142316,0,0,2,PINU,CON,LAT,20
1142331,0,0,1,PICE,MAR,,100
1142341,0,0,1,PICE,GLA,,100
1142656,0,0,1,PICE,MAR,,100
1142656,0,1,1,PICE,MAR,,100
1143061,0,0,1,PICE,MAR,,100
1143061,0,1,1,PICE,MAR,,100
1143086,1,0,1,PINU,BAN,,64
1143086,1,0,2,ALNU,VIR,CRI,20
1143086,1,0,3,ABIE,BAL,,10
1143086,1,0,4,PRUN,PEN,,4
1143086,1,0,5,SALI,HUM,,1
1143086,1,0,6,BETU,PAP,,0
1143086,1,0,7,AMEL,BAR,,0
1143091,0,0,1,ALNU,INC,RUG,74
1143091,0,0,2,CORN,STO,,19
1143091,0,0,3,SALI,BEB,,7
1143091,0,0,4,AMEL,SPP,,1
1143091,0,1,1,ALNU,INC,RUG,77
1143091,0,1,2,CORN,STO,,21
1143091,0,1,3,SALI,DIS,,2
1143091,0,1,4,AMEL,SAN,GAS,0
1143141,1,0,1,ABIE,BAL,,88
1143141,1,0,2,ACER,RUB,,6
1143141,1,0,3,ACER,SPI,,4
1143141,1,0,4,SORB,DEC,,1
1143141,1,0,5,CORY,COR,,1
1143166,0,0,1,ABIE,BAL,,86
1143166,0,0,2,ACER,SPI,,9
1143166,0,0,3,UNKN,SPP,,3
1143166,0,0,4,ACER,RUB,,1
1143166,0,0,5,PICE,GLA,,1
1143166,1,0,1,ABIE,BAL,,66
1143166,1,0,2,ACER,SPI,,28
1143166,1,0,3,CORY,COR,,3
1143166,1,0,4,PICE,GLA,,2
1143166,1,0,5,FRAX,NIG,,1
1143171,0,0,1,BETU,ALL,,31
1143171,0,0,2,ACER,SAH,,29
1143171,0,0,3,THUJ,OCC,,15
1143171,0,0,4,ABIE,BAL,,13
1143171,0,0,5,ACER,RUB,,9
1143171,0,0,6,ACER,PEN,,2
1143171,0,0,7,ACER,SPI,,0
1143171,0,0,8,UNKN,SPP,,0
1143216,1,0,1,FAGU,GRA,,39
1143216,1,0,2,BETU,PAP,,34
1143216,1,0,3,ACER,SAH,,23
1143216,1,0,4,ACER,RUB,,5
1149076,0,0,1,ABIE,LAS,,100
1149111,0,0,1,ABIE,LAS,,50
1149111,0,0,2,PICE,SPP,,50
1149116,0,0,1,ABIE,LAS,,100
1149246,0,0,1,BETU,OCC,,87
1149246,0,0,2,PICE,MAR,,9
1149246,0,0,3,LARI,LAR,,5
1149331,0,0,1,SALI,SPP,,80
1149331,0,0,2,ALNU,INC,,18
1149331,0,0,3,POPU,BAL,,2
1149331,0,0,4,PICE,GLA,,1
1149376,0,0,1,ABIE,BAL,,53
1149376,0,0,2,PICE,GLA,,30
1149376,0,0,3,PICE,MAR,,17
1149376,0,0,4,UNKN,SPP,,0
1149546,0,0,1,PICE,MAR,,100
1149546,0,1,1,PICE,MAR,,100
1149556,0,0,1,PICE,MAR,,96
1149556,0,0,2,SALI,SPP,,4
1149556,0,1,1,PICE,MAR,,100
1149626,0,0,1,PICE,MAR,,94
1149626,0,0,2,SALI,SPP,,6
1149626,0,0,3,ALNU,CRI,,0
1149626,0,1,1,PICE,MAR,,100
1149636,0,0,1,PICE,MAR,,100
1149636,0,1,1,PICE,MAR,,100
1149661,0,0,1,PICE,MAR,,100
1149681,0,0,1,PICE,MAR,,100
1149706,0,0,1,LARI,LAR,,63
1149706,0,0,2,PICE,MAR,,37
1149746,0,0,1,PICE,MAR,,100
1149956,0,0,1,PICE,MAR,,100
1149956,0,1,1,PICE,MAR,,100
1149986,1,0,1,PICE,MAR,,43
1149986,1,0,2,ALNU,INC,RUG,34
1149986,1,0,3,LARI,LAR,,18
1149986,1,0,4,ABIE,BAL,,3
1149986,1,0,5,BETU,PAP,,2
1150036,1,0,1,CORY,COR,,63
1150036,1,0,2,ACER,RUB,,22
1150036,1,0,3,AMEL,LAE,,8
1150036,1,0,4,SORB,AME,,2
1150036,1,0,5,VIBU,LAN,,2
1150036,1,0,6,ILEX,MUC,,2
1150036,1,0,7,LONI,CAN,,1
1150036,1,0,8,ACER,SPI,,1
1150036,1,0,9,ACER,SAH,,0
1150056,0,0,1,ABIE,BAL,,68
1150056,0,0,2,PICE,GLA,,23
1150056,0,0,3,ACER,SPI,,8
1150056,0,0,4,UNKN,SPP,,1
1150056,1,0,1,ABIE,BAL,,41
1150056,1,0,2,BETU,ALL,,26
1150056,1,0,3,BETU,PAP,,22
1150056,1,0,4,PICE,GLA,,10
1150056,1,0,5,ACER,SPI,,1
1150056,1,0,6,ACER,SAH,,0
1150126,0,0,1,BETU,POP,,56
1150126,0,0,2,BETU,ALL,,23
1150126,0,0,3,ABIE,BAL,,12
1150126,0,0,4,PRUN,SER,,6
1150126,0,0,5,POPU,TRE,,3
1150126,1,0,1,ABIE,BAL,,98
1150126,1,0,2,FRAX,AME,,2
1156121,0,0,1,PICE,MAR,,76
1156121,0,0,2,PICE,GLA,,24
1156221,0,0,1,PICE,MAR,,100
1156276,0,0,1,PICE,MAR,,100
1156291,0,0,1,PINU,BAN,,100
1156291,0,1,1,PINU,BAN,,100
1156421,0,0,1,PICE,MAR,,99
1156421,0,0,2,SALI,SPP,,1
1156421,0,1,1,PICE,MAR,,99
1156421,0,1,2,LARI,LAR,,1
1156421,0,1,3,BETU,PAP,,0
1156426,0,0,1,SALI,SPP,,59
1156426,0,0,2,PINU,BAN,,32
1156426,0,0,3,POPU,TRE,,9
1156426,0,0,4,ALNU,CRI,,1
1156426,0,0,5,BETU,PAP,,0
1156426,0,1,1,PINU,BAN,,72
1156426,0,1,2,PICE,MAR,,25
1156426,0,1,3,BETU,PAP,,2
1156426,0,1,4,POPU,TRE,,1
1156461,0,0,1,PICE,MAR,,53
1156461,0,0,2,POPU,TRE,,44
1156461,0,0,3,POPU,BAL,,3
1156461,0,1,1,PICE,MAR,,88
1156461,0,1,2,POPU,TRE,,13
1156501,0,0,1,PICE,MAR,,100
1156501,0,1,1,PICE,MAR,,100
1156546,0,0,1,PICE,MAR,,100
1156631,0,0,1,PICE,MAR,,84
1156631,0,0,2,BETU,PAP,,16
1156681,0,0,1,FRAX,NIG,,59
1156681,0,0,2,POPU,TRE,,41
1156821,0,0,1,PICE,MAR,,98
1156821,0,0,2,ABIE,BAL,,2
1156821,0,1,1,PICE,MAR,,92
1156821,0,1,2,ABIE,BAL,,8
1156876,1,0,1,PICE,MAR,,97
1156876,1,0,2,ILEX,MUC,,3
1156876,1,0,3,BETU,PAP,,0
1162966,0,0,1,PICE,MAR,,60
1162966,0,0,2,ABIE,LAS,,25
1162966,0,0,3,PICE,GLA,,14
1162986,0,0,1,PICE,GLA,,100
1163006,0,0,1,LARI,LAR,,83
1163006,0,0,2,PICE,MAR,,18
1163051,0,0,1,SALI,SPP,,72
1163051,0,0,2,BETU,PAP,,28
1163151,0,0,1,PICE,GLA,,69
1163151,0,0,2,BETU,PAP,,30
1163151,0,0,3,POPU,TRE,,1
1163151,1,0,1,PICE,GLA,,89
1163151,1,0,2,BETU,PAP,,11
1163381,0,0,1,PICE,MAR,,100
1163491,0,0,1,PICE,MAR,,88
1163491,0,0,2,PINU,BAN,,11
1163491,0,0,3,POPU,TRE,,1
1163556,0,0,1,PICE,MAR,,93
1163556,0,0,2,LARI,LAR,,7
1163556,0,1,1,PICE,MAR,,79
1163556,0,1,2,LARI,LAR,,21
1163661,0,0,1,PICE,MAR,,100
1163661,0,1,1,PICE,MAR,,100
1163676,0,0,1,PICE,MAR,,64
1163676,0,0,2,LARI,LAR,,36
1163676,0,1,1,PICE,MAR,,57
1163676,0,1,2,LARI,LAR,,43
1163701,0,0,1,PICE,MAR,,100
1163701,0,1,1,PICE,MAR,,100
1163701,0,2,1,PICE,MAR,,100
1163781,1,0,1,ABIE,BAL,,86
1163781,1,0,2,ACER,RUB,,11
1163781,1,0,3,ACER,SPI,,2
1163781,1,0,4,ACER,SAH,,0
1163781,1,0,5,CORY,COR,,0
1163866,0,0,1,ACER,RUB,,65
1163866,0,0,2,ULMU,RUB,,35
1163866,0,0,3,PRUN,SER,,0
1163866,0,1,1,ACER,RUB,,60
1163866,0,1,2,ULMU,AME,,40
1163866,0,1,3,PRUN,VIR,,1
1163866,0,1,4,LONI,CAN,,0
1169726,0,0,1,ABIE,LAS,,95
1169726,0,0,2,PICE,SPP,,5
1169811,0,1,1,ABIE,LAS,,100
1169931,0,0,1,POPU,TRE,,57
1169931,0,0,2,SALI,SPP,,37
1169931,0,0,3,POPU,BAL,,7
1170036,0,0,1,PICE,MAR,,100
1170041,0,0,1,LARI,LAR,,81
1170041,0,0,2,PINU,BAN,,17
1170041,0,0,3,POPU,BAL,,2
1170041,0,0,4,PICE,MAR,,0
1170181,0,0,1,PICE,MAR,,100
1170181,0,1,1,PICE,MAR,,83
1170181,0,1,2,BETU,PAP,PAP,17
1170231,0,0,1,PINU,BAN,,100
1170231,0,0,2,PICE,MAR,,0
1170231,0,1,1,PINU,BAN,,98
1170231,0,1,2,PICE,MAR,,3
1170251,0,0,1,PICE,MAR,,91
1170251,0,0,2,BETU,PAP,,9
1170251,0,1,1,PICE,MAR,,84
1170251,0,1,2,BETU,PAP,,16
1170451,0,0,1,PICE,MAR,,100
1170451,0,1,1,PICE,MAR,,100
1170561,0,0,1,ABIE,BAL,,43
1170561,0,0,2,POPU,BAL,,41
1170561,0,0,3,POPU,TRE,,9
1170561,0,0,4,BETU,PAP,,4
1170561,0,0,5,SORB,DEC,,4
1170561,0,1,1,POPU,BAL,,56
1170561,0,1,2,ABIE,BAL,,32
1170561,0,1,3,POPU,TRE,,7
1170561,0,1,4,PICE,GLA,,3
1170561,0,1,5,BETU,PAP,,2
1170616,0,0,1,POPU,TRE,,89
1170616,0,0,2,UNKN,SPP,,7
1170616,0,0,3,SALI,BEB,,4
1170616,0,0,4,ACER,RUB,,0
1170616,0,0,5,AMEL,SPP,,0
1170616,0,0,6,PRUN,VIR,,0
1170616,1,0,1,PICE,MAR,,83
1170616,1,0,2,BETU,PAP,,18
1170671,1,0,1,ABIE,BAL,,90
1170671,1,0,2,BETU,PAP,,10
1170751,0,0,1,ACER,SAH,,50
1170751,0,0,2,FRAX,AME,,50
1170751,1,0,1,ULMU,AME,,62
1170751,1,0,2,FRAX,AME,,19
1170751,1,0,3,TAXU,CAN,,11
1170751,1,0,4,ACER,RUB,,3
1170751,1,0,5,PRUN,SER,,3
1170751,1,0,6,ACER,SAH,,1
1170751,1,0,7,PRUN,VIR,,0
1176651,0,0,1,PICE,MAR,,100
1176656,0,0,1,ABIE,LAS,,100
1176756,0,0,1,PICE,MAR,,100
1176851,0,0,1,PICE,MAR,,80
1176851,0,0,2,LARI,LAR,,20
1176881,0,0,1,PICE,GLA,,49
1176881,0,0,2,POPU,TRE,,28
1176881,0,0,3,PINU,BAN,,19
1176881,0,0,4,PICE,MAR,,5
1176926,0,0,1,PINU,BAN,,100
1177066,0,0,1,POPU,TRE,,68
1177066,0,0,2,BETU,PAP,,26
1177066,0,0,3,ALNU,CRI,,3
1177066,0,0,4,PINU,BAN,,1
1177066,0,0,5,SALI,SPP,,1
1177066,0,1,1,POPU,TRE,,82
1177066,0,1,2,BETU,PAP,PAP,17
1177066,0,1,3,PINU,BAN,,1
1177071,0,0,1,PINU,BAN,,85
1177071,0,0,2,ALNU,CRI,,13
1177071,0,0,3,SALI,SPP,,3
1177071,0,1,1,PINU,BAN,,95
1177071,0,1,2,BETU,PAP,,3
1177071,0,1,3,PICE,MAR,,3
1177091,0,0,1,PINU,BAN,,100
1177091,0,0,2,BETU,PAP,,0
1177091,0,0,3,POPU,TRE,,0
1177121,0,0,1,PICE,MAR,,95
1177121,0,0,2,PINU,BAN,,5
1177121,0,1,1,PICE,MAR,,94
1177121,0,1,2,PINU,BAN,,6
1177126,0,0,1,POPU,TRE,,100
1177126,0,0,2,PICE,GLA,,0
1177126,0,1,1,POPU,TRE,,95
1177126,0,1,2,PICE,GLA,,5
1177126,0,1,3,ABIE,BAL,,0
1177131,0,0,1,PICE,MAR,,100
1177131,0,0,2,BETU,PAP,,0
1177421,0,0,1,PICE,MAR,,90
1177421,0,0,2,LARI,LAR,,10
1177421,0,1,1,PICE,MAR,,88
1177421,0,1,2,LARI,LAR,,12
1177451,0,0,1,ABIE,BAL,,80
1177451,0,0,2,PICE,MAR,,17
1177451,0,0,3,BETU,PAP,,1
1177451,0,0,4,PRUN,PEN,,1
1177451,0,0,5,SORB,DEC,,1
1177451,0,1,1,PICE,MAR,,85
1177451,0,1,2,BETU,PAP,,9
1177451,0,1,3,PINU,BAN,,5
1177451,0,1,4,PRUN,PEN,,0
1177451,0,1,5,SORB,DEC,,0
1177511,1,0,1,ABIE,BAL,,68
1177511,1,0,2,THUJ,OCC,,27
1177511,1,0,3,PICE,MAR,,4
1177511,1,0,4,SALI,DIS,,1
1177511,1,0,5,ACER,SPI,,0
1177511,1,0,6,BETU,PAP,,0
1177511,1,0,7,ACER,RUB,,0
1177551,1,0,1,ACER,SPI,,71
1177551,1,0,2,CORY,COR,,14
1177551,1,0,3,ABIE,BAL,,13
1177551,1,0,4,ACER,SAH,,3
1177566,1,0,1,ABIE,BAL,,68
1177566,1,0,2,ACER,RUB,,30
1177566,1,0,3,PICE,GLA,,2
1177591,1,0,1,TSUG,CAN,,51
1177591,1,0,2,CORY,COR,,21
1177591,1,0,3,ABIE,BAL,,21
1177591,1,0,4,VIBU,LAN,,5
1177591,1,0,5,ACER,SPI,,1
1177591,1,0,6,ACER,SAH,,1
1177611,0,0,1,ACER,RUB,,100
1177611,0,1,1,ACER,RUB,,100
1177611,0,1,2,FAGU,GRA,,0
1177611,0,2,1,ACER,RUB,,100
1177616,0,0,1,ULMU,AME,,100
1177616,0,1,1,ULMU,AME,,69
1177616,0,1,2,PICE,GLA,,31
1177616,0,2,1,PICE,GLA,,100
1177616,0,2,2,PRUN,SER,,1
1183516,0,0,1,ABIE,LAS,,66
1183516,0,0,2,PICE,ENG,GLA,34
1183601,0,0,1,PICE,GLA,,100
1183726,0,0,1,PICE,GLA,,100
1183746,0,0,1,PICE,MAR,,38
1183746,0,0,2,POPU,TRE,,33
1183746,0,0,3,PICE,GLA,,25
1183746,0,0,4,PINU,BAN,,5
1183781,0,0,1,PICE,GLA,,92
1183781,0,0,2,POPU,TRE,,7
1183781,0,0,3,BETU,PAP,,1
1183821,0,0,1,POPU,TRE,,59
1183821,0,0,2,ALNU,CRI,,41
1183821,0,1,1,POPU,TRE,,100
1183951,0,0,1,PICE,MAR,,100
1183951,0,1,1,PICE,MAR,,100
1183976,0,0,1,PICE,MAR,,77
1183976,0,0,2,LARI,LAR,,23
1183991,0,0,1,PICE,MAR,,94
1183991,0,0,2,POPU,BAL,,4
1183991,0,0,3,PINU,BAN,,2
1183991,0,1,1,PICE,MAR,,100
1183991,0,1,2,POPU,TRE,,0
1184081,0,0,1,PICE,MAR,,100
1184106,0,0,1,PICE,MAR,,98
1184106,0,0,2,LARI,LAR,,2
1184106,0,0,3,BETU,PAP,,1
1184106,0,1,1,PICE,MAR,,97
1184106,0,1,2,LARI,LAR,,3
1184141,0,0,1,LARI,LAR,,61
1184141,0,0,2,PICE,MAR,,39
1184196,0,0,1,PICE,MAR,,100
1184291,0,0,1,LARI,LAR,,82
1184291,0,0,2,PICE,MAR,,18
1184291,0,1,1,LARI,LAR,,100
1184361,0,0,1,BETU,PAP,,48
1184361,0,0,2,ACER,RUB,,27
1184361,0,0,3,PICE,MAR,,21
1184361,0,0,4,POPU,TRE,,2
1184361,0,0,5,PICE,GLA,,1
1184361,0,0,6,PRUN,PEN,,1
1184361,0,0,7,ABIE,BAL,,0
1184361,0,1,1,BETU,PAP,,45
1184361,0,1,2,PICE,MAR,,30
1184361,0,1,3,ACER,RUB,,19
1184361,0,1,4,PICE,GLA,,3
1184361,0,1,5,POPU,TRE,,2
1184361,0,1,6,ABIE,BAL,,0
1184381,0,0,1,POPU,TRE,,97
1184381,0,0,2,BETU,PAP,,3
1184381,0,1,1,POPU,TRE,,86
1184381,0,1,2,BETU,PAP,,10
1184381,0,1,3,PICE,GLA,,2
1184381,0,1,4,ABIE,BAL,,2
1190376,0,0,1,POPU,BAL,,92
1190376,0,0,2,PICE,SPP,,8
1190456,0,0,1,ABIE,LAS,,50
1190456,0,0,2,PICE,ENG,GLA,50
1190456,0,1,1,ABIE,LAS,,100
1190541,0,0,1,PICE,MAR,,98
1190541,0,0,2,POPU,TRE,,2
1190541,0,0,3,SALI,SPP,,0
1190646,0,0,1,PICE,MAR,,55
1190646,0,0,2,LARI,LAR,,45
1190661,0,0,1,PICE,MAR,,94
1190661,0,0,2,POPU,TRE,,4
1190661,0,0,3,LARI,LAR,,2
1190661,1,0,1,PICE,MAR,,94
1190661,1,0,2,POPU,TRE,,2
1190661,1,0,3,POPU,BAL,,2
1190661,1,0,4,LARI,LAR,,2
1190861,0,0,1,PICE,MAR,,100
1190916,0,0,1,PICE,MAR,,98
1190916,0,0,2,SALI,SPP,,1
1190916,0,0,3,CORY,COR,,1
1190916,0,0,4,BETU,PAP,,0
1190916,0,0,5,BETU,PUM,,0
1190916,0,1,1,PICE,MAR,,93
1190916,0,1,2,BETU,PAP,,7
1190951,0,0,1,PICE,MAR,,58
1190951,0,0,2,PINU,BAN,,34
1190951,0,0,3,CORY,COR,,4
1190951,0,0,4,POPU,TRE,,3
1190951,0,0,5,BETU,PAP,,2
1191041,0,0,1,PICE,MAR,,100
1191151,0,0,1,THUJ,OCC,,100
1191151,0,1,1,THUJ,OCC,,100
1191166,0,0,1,ABIE,BAL,,57
1191166,0,0,2,POPU,BAL,,22
1191166,0,0,3,PICE,MAR,,15
1191166,0,0,4,LARI,LAR,,6
1191166,0,1,1,ABIE,BAL,,71
1191166,0,1,2,PICE,MAR,,21
1191166,0,1,3,LARI,LAR,,6
1191166,0,1,4,SALI,SPP,,2
1191171,0,0,1,THUJ,OCC,,42
1191171,0,0,2,ABIE,BAL,,33
1191171,0,0,3,PICE,MAR,,21
1191171,0,0,4,ALNU,INC,RUG,4
1191171,1,0,1,ABIE,BAL,,97
1191171,1,0,2,POPU,TRE,,3
1191211,0,0,1,PICE,MAR,,100
1191211,0,1,1,PICE,MAR,,100
1191211,0,2,1,PICE,MAR,,100
1191226,0,0,1,ABIE,BAL,,100
1191226,0,1,1,ABIE,BAL,,100
1191366,0,0,1,ULMU,AME,,94
1191366,0,0,2,ACER,SAH,,4
1191366,0,0,3,TILI,AME,,2
1191366,0,1,1,ULMU,AME,,60
1191366,0,1,2,ACER,SAH,,30
1191366,0,1,3,TILI,AME,,9
1191366,0,1,4,FRAX,PEN,,1
1191366,0,1,5,CARY,COR,,0
1197411,0,0,1,PICE,MAR,,93
1197411,0,0,2,PINU,CON,,7
1197546,0,0,1,PICE,MAR,,100
1197561,0,0,1,PICE,MAR,,52
1197561,0,0,2,PICE,GLA,,48
1197591,0,0,1,PINU,BAN,,56
1197591,0,0,2,ALNU,CRI,,38
1197591,0,0,3,PICE,MAR,,7
1197741,0,0,1,LARI,LAR,,77
1197741,0,0,2,PICE,MAR,,23
1197741,0,1,1,LARI,LAR,,88
1197741,0,1,2,PICE,MAR,,12
1197746,0,0,1,PICE,MAR,,100
1197751,0,1,1,LARI,LAR,,100
1197761,0,0,1,PICE,MAR,,100
1197761,0,0,2,ABIE,BAL,,0
1197761,0,1,1,PICE,MAR,,96
1197761,0,1,2,ABIE,BAL,,4
1197766,0,0,1,LARI,LAR,,68
1197766,0,0,2,PICE,MAR,,19
1197766,0,0,3,BETU,PAP,,13
1197766,0,1,1,LARI,LAR,,56
1197766,0,1,2,PICE,MAR,,27
1197766,0,1,3,BETU,PAP,,17
1197901,0,0,1,PICE,MAR,,100
1197901,0,1,1,PICE,MAR,,100
1197901,0,2,1,PICE,MAR,,100
1197951,0,0,1,PICE,MAR,,100
1197951,0,1,1,PICE,MAR,,100
1198036,0,0,1,LARI,LAR,,100
1198036,0,1,1,LARI,LAR,,100
1198046,0,0,1,PICE,MAR,,72
1198046,0,0,2,LARI,LAR,,28
1198046,0,1,1,PICE,MAR,,67
1198046,0,1,2,LARI,LAR,,24
1198046,0,1,3,SALI,SPP,,9
1198051,0,0,1,PICE,MAR,,84
1198051,0,0,2,ABIE,BAL,,16
1198051,0,1,1,ABIE,BAL,,54
1198051,0,1,2,PICE,MAR,,46
1198116,0,0,1,PICE,MAR,,95
1198116,0,0,2,BETU,PAP,,5
1198116,0,1,1,PICE,MAR,,95
1198116,0,1,2,BETU,PAP,,6
1198116,0,2,1,PICE,MAR,,92
1198116,0,2,2,BETU,PAP,,8
1198121,0,0,1,ABIE,BAL,,75
1198121,0,0,2,PICE,MAR,,26
1198121,0,1,1,ABIE,BAL,,94
1198121,0,1,2,PICE,MAR,,6
1198176,0,0,1,POPU,TRE,,45
1198176,0,0,2,ABIE,BAL,,20
1198176,0,0,3,ALNU,INC,RUG,17
1198176,0,0,4,PICE,GLA,,8
1198176,0,0,5,UNKN,SPP,,4
1198176,0,0,6,SORB,AME,,2
1198176,0,0,7,ACER,RUB,,2
1198176,0,0,8,PRUN,PEN,,2
1198176,0,0,9,ACER,SPI,,0
1198176,1,0,1,PICE,MAR,,99
1198176,1,0,2,ILEX,MUC,,1
1198201,1,0,1,ABIE,BAL,,62
1198201,1,0,2,ACER,RUB,,21
1198201,1,0,3,FAGU,GRA,,11
1198201,1,0,4,ACER,PEN,,5
1198216,0,0,1,ULMU,AME,,93
1198216,0,0,2,TILI,AME,,6
1198216,0,0,3,QUER,MAC,,2
1198216,0,1,1,ULMU,AME,,88
1198216,0,1,2,TILI,AME,,10
1198216,0,1,3,QUER,MAC,,2
1198216,0,1,4,PICE,GLA,,1
1198216,0,1,5,ABIE,BAL,,0
1204221,0,0,1,PINU,CON,,100
1204221,0,1,1,PINU,CON,,82
1204221,0,1,2,POPU,TRE,,18
1204221,0,1,3,PICE,ENG,GLA,0
1204261,0,0,1,PICE,MAR,,98
1204261,0,0,2,PICE,GLA,,2
1204271,0,0,1,PICE,MAR,,56
1204271,0,0,2,PICE,GLA,,22
1204271,0,0,3,PINU,CON,LAT,22
1204281,0,0,1,PICE,GLA,,58
1204281,0,0,2,POPU,TRE,,42
1204331,0,0,1,PICE,GLA,,41
1204331,0,0,2,BETU,PAP,,34
1204331,0,0,3,POPU,BAL,,26
1204411,0,0,1,PICE,MAR,,99
1204411,0,0,2,LARI,LAR,,2
1204446,0,0,1,PICE,MAR,,100
1204606,0,0,1,BETU,PAP,,100
1204606,0,1,1,BETU,PAP,PAP,100
1204621,0,0,1,LARI,LAR,,68
1204621,0,0,2,PICE,MAR,,33
1204936,0,0,1,PICE,MAR,,98
1204936,0,0,2,LARI,LAR,,2
1204936,0,1,1,PICE,MAR,,96
1204936,0,1,2,LARI,LAR,,4
1204941,0,0,1,POPU,TRE,,81
1204941,0,0,2,ABIE,BAL,,13
1204941,0,0,3,PRUN,PEN,,7
1204941,0,1,1,POPU,TRE,,45
1204941,0,1,2,ABIE,BAL,,36
1204941,0,1,3,PRUN,PEN,,19
1204981,0,0,1,ABIE,BAL,,92
1204981,0,0,2,THUJ,OCC,,8
1204981,0,1,1,ABIE,BAL,,81
1204981,0,1,2,THUJ,OCC,,19
1204996,0,0,1,ABIE,BAL,,44
1204996,0,0,2,THUJ,OCC,,33
1204996,0,0,3,BETU,PAP,,23
1204996,0,1,1,THUJ,OCC,,42
1204996,0,1,2,ABIE,BAL,,32
1204996,0,1,3,BETU,PAP,,26
1205011,0,0,1,ABIE,BAL,,97
1205011,0,0,2,BETU,PAP,,2
1205011,0,0,3,PINU,STR,,2
1205011,0,1,1,ABIE,BAL,,100
1205011,0,2,1,ABIE,BAL,,99
1205011,0,2,2,PICE,GLA,,1
1205031,0,0,1,ABIE,BAL,,93
1205031,0,0,2,PICE,MAR,,7
1205031,0,0,3,BETU,PAP,,0
1205031,0,1,1,ABIE,BAL,,94
1205031,0,1,2,PICE,MAR,,5
1205031,0,1,3,BETU,PAP,,1
1205101,0,0,1,POPU,BAL,,100
1205101,0,1,1,POPU,BAL,,82
